EmployeeID,FirstName,LastName,FullName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating
E000702,James,Taylor,James Taylor,5/2/2022,10/11/1995,29,Snydermouth,28/04/2022,30706,M0001,Marketing,Health Issues,Male,Consultant,3
E000703,John,Shelton,John Shelton,3/10/2023,25/02/1982,42,North Paulborough,10/3/2025,126448,M0100,Engineering,Relocation,Other,Engineer,1
E000704,Jennifer,Bryant,Jennifer Bryant,13/03/2021,19/12/1976,48,North Kylestad,9/3/2025,192038,M0090,Sales,Better Opportunity,Other,Executive,1
E000705,Tammy,Barrett,Tammy Barrett,20/04/2023,25/03/1966,58,Chandlertown,29/11/2025,133675,M0007,Engineering,Better Opportunity,Other,Engineer,3
E000706,Matthew,Martinez,Matthew Martinez,4/12/2022,25/01/1968,56,New Nicholasborough,15/09/2024,181710,,Marketing,Relocation,Male,Executive,5
E000707,Matthew,Hill,Matthew Hill,19/05/2023,25/10/1975,49,East Trevorview,7/2/2024,112568,M0101,Engineering,Retired,Female,Manager,1
E000708,Jared,Lee,Jared Lee,26/10/2022,12/2/1972,52,Paulside,22/06/2024,184816,M0065,IT,Retired,Other,Analyst,5
E000709,Dakota,Hernandez,Dakota Hernandez,9/6/2023,2/12/2003,21,Millerberg,28/11/2023,125895,M0064,Finance,Resigned,Male,Manager,2
E000710,Nicole,Johnson,Nicole Johnson,18/01/2023,19/01/1996,28,Derekborough,30/08/2024,55282,M0099,Marketing,Better Opportunity,Female,Executive,5
E000711,Megan,Maddox,Megan Maddox,2/8/2023,25/04/1982,42,East Ronaldshire,4/7/2024,100211,M0117,Marketing,Terminated,Other,Manager,5
E000712,Melissa,Vargas,Melissa Vargas,16/04/2021,16/12/1973,51,Johnsonborough,3/8/2025,79731,M0039,HR,Retired,Other,Engineer,1
E000713,Benjamin,Clayton,Benjamin Clayton,4/3/2024,17/10/1994,30,Hamiltonmouth,6/7/2025,111803,M0020,Finance,Health Issues,Other,Manager,1
E000714,Joshua,Thompson,Joshua Thompson,11/6/2021,6/12/1993,31,Lake Sandrafurt,12/3/2022,37908,M0071,Sales,Better Opportunity,Other,Analyst,4
E000715,Daniel,Stephens,Daniel Stephens,17/12/2022,4/1/1967,58,North Gary,3/6/2025,130147,M0087,IT,Relocation,Male,Consultant,2
E000716,Wendy,Aguilar,Wendy Aguilar,22/08/2023,12/4/1977,47,Hollystad,22/03/2025,110088,M0118,Engineering,Resigned,Female,Analyst,4
E000717,Denise,Castillo,Denise Castillo,30/06/2023,26/07/1966,58,Camachoburgh,23/07/2024,140189,M0114,IT,Relocation,Other,Engineer,4
E000718,Richard,Lewis,Richard Lewis,20/03/2023,8/1/1996,29,East Joshuafurt,16/08/2024,129534,M0047,IT,Terminated,Other,Analyst,1
E000719,Angela,Hardy,Angela Hardy,10/1/2021,6/12/1987,37,Port Jamesshire,7/9/2021,174175,M0093,Engineering,Relocation,Female,Analyst,5
E000720,Travis,Pierce,Travis Pierce,8/1/2022,8/4/1973,51,Hernandezchester,15/11/2025,99212,M0016,Finance,Terminated,Female,Analyst,5
E000721,Matthew,Moore,Matthew Moore,10/8/2024,19/07/1977,,North Tracy,16/03/2025,156083,M0009,IT,Relocation,Other,Manager,4
E000722,Andrea,Young,Andrea Young,15/10/2021,3/9/1995,29,Richardsonfort,6/3/2022,72572,M0111,Sales,Terminated,Female,Manager,2
E000723,Karl,Campbell,Karl Campbell,28/01/2021,1/6/1971,53,Davidstad,3/2/2024,75000,M0092,Engineering,Retired,Male,Executive,1
E000724,Justin,Chapman,Justin Chapman,19/01/2022,21/09/1998,26,Schwartzberg,21/04/2023,161760,M0005,IT,Resigned,Male,Executive,4
E000725,Matthew,Baxter,Matthew Baxter,20/03/2023,20/11/1993,,West Jasminemouth,11/6/2023,193884,M0032,HR,Terminated,Female,Manager,3
E000726,Michael,Martinez,Michael Martinez,7/12/2023,27/12/1971,53,Bautistaburgh,25/02/2025,144387,M0025,,Retired,Other,Engineer,3
E000727,Darren,Perez,Darren Perez,28/10/2024,22/12/1973,51,Port Stephen,19/11/2024,,,IT,Health Issues,Male,Executive,5
E000728,Melissa,Brooks,Melissa Brooks,5/12/2021,15/10/1971,53,South Daniel,24/10/2025,159188,M0066,Operations,Resigned,Male,Manager,2
E000729,Jennifer,Taylor,Jennifer Taylor,26/10/2022,18/01/1986,38,Heatherhaven,12/1/2025,86011,M0071,Marketing,Relocation,Male,Engineer,1
E000730,Rebecca,Hodges,Rebecca Hodges,9/10/2022,14/12/1990,34,Sheltonville,19/08/2023,43114,M0113,Operations,Retired,Other,Engineer,3
E000731,Kenneth,Hamilton,Kenneth Hamilton,4/3/2022,25/03/1993,31,Cobbport,21/10/2023,61000,M0047,Marketing,Better Opportunity,Other,Consultant,4
E000732,Jessica,Anderson,Jessica Anderson,13/05/2021,24/07/1982,42,Lindsayfurt,18/12/2021,,M0082,Operations,Better Opportunity,Male,Manager,3
E000733,David,Martin,David Martin,11/5/2024,6/6/1997,27,New Richard,30/06/2025,64859,M0009,,Terminated,Other,Consultant,4
E000734,Beth,Moore,Beth Moore,3/12/2021,28/07/1990,34,Palmerberg,15/09/2022,155351,M0052,Marketing,Resigned,Male,Analyst,5
E000735,Joshua,Grant,Joshua Grant,2/8/2023,8/10/1994,30,Tylerville,4/10/2023,97096,M0114,Sales,Terminated,Male,Manager,1
E000736,Darren,Brooks,Darren Brooks,18/02/2022,24/10/1978,46,East Whitney,20/11/2025,49267,M0066,Engineering,Terminated,Other,Manager,2
E000737,Ashley,Esparza,Ashley Esparza,15/11/2023,20/12/2002,22,East Sarah,16/06/2024,151684,M0081,Operations,Retired,Other,Analyst,3
E000738,Diana,Clark,Diana Clark,22/03/2024,20/02/1973,51,South Melissa,23/12/2024,90132,M0061,marketing,Health Issues,Male,Manager,3
E000739,Heather,Morrison,Heather Morrison,30/05/2022,24/07/1976,48,Jonesmouth,24/10/2025,110116,,Engineering,Resigned,Male,Executive,2
E000740,Melissa,Soto,Melissa Soto,6/8/2022,3/2/1967,57,North Danielborough,16/08/2024,47250,M0016,OPERATIONS,Health Issues,Male,Consultant,3
E000741,Jennifer,Sanchez,Jennifer Sanchez,1/12/2023,6/3/1979,45,Wrightfurt,31/12/2024,179029,M0115,Engineering,Resigned,Other,Executive,2
E000742,William,Black,William Black,23/04/2021,4/12/1974,50,Johnsonview,30/08/2021,150511,M0007,Engineering,Relocation,Female,Analyst,5
E000743,John,Adams,John Adams,21/06/2024,29/03/1975,49,Tuckermouth,26/01/2025,121368,M0020,Marketing,Better Opportunity,Female,Manager,4
E000744,Alexa,Monroe,Alexa Monroe,19/05/2022,2/10/1977,47,East Samuel,18/12/2023,152462,M0013,Finance,Resigned,Female,Executive,2
E000745,Ashley,Morrison,Ashley Morrison,26/10/2023,11/5/1994,30,Taylorton,8/6/2025,133179,M0051,IT,Better Opportunity,Male,Executive,3
E000746,Frederick,Martinez,Frederick Martinez,25/07/2024,22/09/1972,,North James,22/11/2024,169317,M0082,Operations,Retired,Female,Manager,3
E000747,Joel,Cisneros,Joel Cisneros,23/02/2022,14/08/1982,42,Craigfurt,5/11/2025,39401,M0047,HR,Health Issues,Female,Manager,2
E000748,Hannah,Diaz,Hannah Diaz,2/9/2022,17/07/1999,25,New Christopher,11/6/2025,33691,M0083,FINANCE,Relocation,Male,Executive,2
E000749,Maria,Martin,Maria Martin,28/08/2021,30/06/1970,54,New Craig,17/12/2023,151511,M0080,Sales,Terminated,Other,Executive,5
E000750,Denise,Wise,Denise Wise,14/07/2024,23/11/1969,55,East Melissachester,23/08/2024,157000,M0049,Marketing,Relocation,Female,Analyst,3
E000751,Andrew,Lewis,Andrew Lewis,13/10/2023,21/05/1984,40,South Keith,23/11/2023,151726,M0026,IT,Relocation,Female,Manager,3
E000752,Samantha,Roberts,Samantha Roberts,29/07/2021,5/11/1967,57,Brownchester,23/01/2025,156539,M0001,engineering,Relocation,Other,Analyst,2
E000753,Kristen,Hall,Kristen Hall,20/04/2023,30/12/1990,,Lake Amandamouth,9/10/2023,163054,M0015,Operations,Terminated,Female,Manager,1
E000331,Peter,Waters,Peter Waters,29/02/2024,2/8/1972,52,East Toniview,14/10/2024,144997,M0065,IT,Better Opportunity,Other,Engineer,5
E000755,Ashley,Rice,Ashley Rice,20/11/2021,25/01/1972,52,East Dillon,21/02/2024,126613,,HR,Resigned,Female,Manager,4
E000756,Paul,Lee,Paul Lee,23/12/2022,31/05/1979,45,South Jennifer,18/09/2025,108852,M0120,Finance,Retired,Other,Analyst,2
E000757,Jasmine,Chambers,Jasmine Chambers,27/01/2021,7/11/1969,55,South Donald,2/2/2024,153635,M0076,Marketing,Terminated,Other,Analyst,5
E004563,Tina,Grant,Tina Grant,22/06/2021,4/10/2003,21,Parkerstad,18/01/2024,58719,M0102,Operations,Relocation,Other,Engineer,4
E000759,Beverly,Jimenez,Beverly Jimenez,12/12/2021,7/1/1997,28,Lake Jenniferton,11/12/2022,112969,M0045,Marketing,Terminated,Other,Engineer,4
E000760,Joanna,Smith,Joanna Smith,16/01/2023,1/1/1985,40,Port Bradley,17/02/2023,146088,M0095,HR,Better Opportunity,Male,Analyst,3
E000761,Jim,Wagner,Jim Wagner,26/07/2021,18/08/2000,,Lake Christianshire,12/5/2024,72824,M0052,,Health Issues,Other,Analyst,4
E000762,John,Ruiz,John Ruiz,11/5/2024,30/10/1965,59,Judithport,8/3/2025,157541,M0066,Operations,Terminated,Male,Executive,3
E000763,David,Johnson,David Johnson,20/09/2023,8/7/1998,26,Thorntonport,10/10/2023,,,Sales,Relocation,Other,Executive,4
E000764,Michelle,Scott,Michelle Scott,18/09/2024,8/2/2004,20,Smithburgh,13/02/2025,98351,M0048,Finance,Resigned,Male,Consultant,2
E000765,Christopher,Berry,Christopher Berry,7/3/2022,16/07/1975,49,North Anthonymouth,3/8/2024,117098,,Engineering,Better Opportunity,Female,Consultant,4
E000766,Charles,Jefferson,Charles Jefferson,23/05/2023,28/06/1967,57,Kingland,9/6/2023,40746,,FINANCE,Terminated,Female,Executive,1
E000767,Nicole,Thompson,Nicole Thompson,11/6/2021,5/1/1978,47,West Brittanyview,18/12/2022,109872,M0025,Operations,Terminated,Female,Manager,2
E000768,Chris,Thornton,Chris Thornton,9/9/2023,21/05/1966,58,South Leslie,28/08/2025,182925,M0037,,Relocation,Other,Engineer,1
E000769,John,Walton,John Walton,24/09/2021,13/11/1975,49,South Linda,22/01/2025,80056,M0083,HR,Health Issues,Other,Engineer,4
E000770,Michael,Baker,Michael Baker,3/6/2024,9/10/1995,29,Mitchellchester,14/09/2024,102027,M0081,Marketing,Retired,Other,Analyst,1
E000771,Christopher,Christian,Christopher Christian,6/12/2023,5/2/1996,28,South Michaelmouth,3/9/2025,195084,,Sales,Resigned,Male,Engineer,1
E000772,Stephen,Scott,Stephen Scott,29/12/2024,26/08/1965,59,Port Jeffrey,1/7/2025,178009,M0009,Engineering,Health Issues,Female,Executive,1
E000773,John,Walters,John Walters,17/07/2021,15/08/1995,29,Derrickbury,17/11/2022,100295,M0006,IT,Relocation,Other,Consultant,2
E005398,Joel,Moore,Joel Moore,15/12/2021,3/4/1986,38,Roblesland,28/05/2023,176161,M0074,Sales,Health Issues,Male,Executive,2
E000775,Kelly,Martinez,Kelly Martinez,9/6/2024,8/11/1984,40,South Steven,28/06/2024,106014,M0024,HR,Relocation,Male,Engineer,2
E000776,Jonathan,Bryant,Jonathan Bryant,5/6/2022,23/03/1987,37,Jasonshire,17/12/2024,54237,M0085,marketing,Relocation,Male,Engineer,1
E000777,Brittany,Newman,Brittany Newman,30/09/2021,22/03/1978,46,Simmonsburgh,16/04/2022,37000,M0082,IT,Relocation,Other,Consultant,5
E000778,Sarah,Smith,Sarah Smith,23/12/2022,25/05/1981,43,Stephenland,2/3/2024,184087,M0060,Operations,Terminated,Other,Analyst,3
E000779,Holly,Kent,Holly Kent,9/8/2024,23/12/1972,52,Reyesfort,19/11/2024,57567,M0066,Sales,Health Issues,Male,Engineer,2
E000780,Elizabeth,Thomas,Elizabeth Thomas,12/2/2022,24/03/2003,21,Theresamouth,19/10/2023,41220,M0082,Operations,Better Opportunity,Other,Consultant,1
E000781,Carol,Shelton,Carol Shelton,1/5/2024,18/07/1998,26,Gloverbury,8/12/2024,39000,M0010,Marketing,Better Opportunity,Female,Analyst,1
E000782,Robert,Hall,Robert Hall,8/6/2022,15/06/1967,57,North Kimberly,11/6/2023,99089,M0038,Sales,Resigned,Male,Executive,4
E000783,Manuel,Bentley,Manuel Bentley,13/07/2022,25/03/1995,29,Justinchester,20/09/2024,76941,M0047,Engineering,Resigned,Other,Manager,4
E000784,Walter,Bradford,Walter Bradford,30/05/2022,4/3/1987,37,West Cynthia,23/07/2024,68567,M0082,Marketing,Relocation,Female,Manager,2
E004081,Carol,Noble,Carol Noble,4/12/2021,15/01/1993,31,South Evelynton,24/05/2024,42129,,Sales,Health Issues,Male,Manager,3
E000786,Albert,Clark,Albert Clark,14/12/2021,21/04/1973,51,East Danielleshire,1/5/2023,35301,M0104,HR,Better Opportunity,Male,Manager,3
E000787,George,Crawford,George Crawford,29/07/2021,23/06/1993,31,Barronfort,28/05/2023,168000,M0090,FINANCE,Retired,Male,Consultant,2
E000029,Charles,Lewis,Charles Lewis,2/9/2024,23/07/1985,39,West Kelli,27/08/2025,63000,M0107,,Health Issues,Other,Engineer,3
E000789,Shirley,Gross,Shirley Gross,17/09/2023,14/07/1987,37,North Williamberg,26/01/2024,33113,M0114,Operations,Health Issues,Other,Analyst,5
E000790,Sarah,Bernard,Sarah Bernard,6/10/2022,18/07/1992,32,Victoriamouth,8/12/2024,185393,M0049,Operations,Terminated,Male,Engineer,1
E000791,John,Moore,John Moore,15/03/2021,22/10/1968,56,Ryanton,14/03/2022,133213,M0116,IT,Retired,Other,Executive,1
E000792,Shawn,Johnson,Shawn Johnson,25/03/2023,3/12/1986,38,Port Shawn,12/6/2025,57709,M0091,Engineering,Retired,Other,Executive,3
E000793,Anthony,Rivera,Anthony Rivera,15/07/2023,20/07/1982,42,Johnsonburgh,11/5/2024,151477,M0078,Sales,Resigned,Other,Executive,4
E000794,Wendy,Davila,Wendy Davila,19/04/2022,6/10/1969,55,West Gina,17/02/2025,142073,M0092,HR,Better Opportunity,Male,Consultant,5
E000795,Allen,Anderson,Allen Anderson,16/08/2021,25/07/2000,24,Bryantville,22/07/2024,57690,M0066,Sales,Retired,Male,Consultant,1
E000796,Jill,Burns,Jill Burns,5/11/2022,13/04/1987,37,South Jessicashire,10/11/2022,113861,M0090,engineering,Resigned,Female,Consultant,4
E000797,Randall,Norton,Randall Norton,28/11/2022,20/05/1987,37,Vanessafort,13/02/2023,136362,M0025,IT,Health Issues,Other,Manager,1
E000117,Lucas,Cooper,Lucas Cooper,13/01/2023,28/09/1990,34,Stevenshire,11/7/2025,48606,M0110,,Terminated,Other,Analyst,1
E000799,Marvin,Lara,Marvin Lara,4/11/2024,9/3/1980,44,Suttonberg,22/11/2025,73594,M0005,Marketing,Retired,Male,Consultant,1
E000800,Trevor,Graham,Trevor Graham,28/02/2022,26/02/1995,29,Samanthatown,6/3/2024,150544,M0094,Finance,Terminated,Male,Manager,3
E000801,Katherine,Taylor,Katherine Taylor,12/7/2023,24/07/2001,23,Patelmouth,20/10/2024,100110,,Marketing,Health Issues,Female,Analyst,3
E000802,Daniel,Villa,Daniel Villa,22/10/2024,8/8/1982,42,South Christophermouth,19/09/2025,111842,M0106,Sales,Retired,Male,Manager,2
E000803,Tanya,Lang,Tanya Lang,26/02/2021,31/12/1984,40,Harrisview,5/4/2023,70472,M0079,Finance,Retired,Male,Manager,3
E000804,Lisa,Smith,Lisa Smith,21/08/2023,8/12/1992,32,New Scottshire,20/11/2023,45136,M0086,Finance,Terminated,Female,Manager,2
E000805,Alexis,Bernard,Alexis Bernard,7/4/2021,21/10/1992,32,East Dianachester,16/07/2023,182000,M0012,Engineering,Relocation,Other,Manager,2
E000806,Matthew,Robbins,Matthew Robbins,22/05/2024,1/9/1996,28,Masonchester,17/05/2025,56461,M0038,Marketing,Terminated,Female,Manager,1
E000807,Martin,Frazier,Martin Frazier,21/08/2021,25/12/1987,37,East Julie,20/08/2024,,M0090,Engineering,Terminated,Male,Analyst,3
E000808,Martha,Perez,Martha Perez,21/03/2022,26/08/1989,35,South Sandy,25/11/2024,,,Finance,Health Issues,Male,Engineer,1
E000809,Christopher,Powell,Christopher Powell,8/12/2022,11/12/1967,57,West Corey,10/3/2023,139745,M0111,Engineering,Resigned,Female,Analyst,2
E000810,Michael,Knight,Michael Knight,13/02/2024,20/11/1995,29,South Jacqueline,13/02/2024,94469,M0004,Engineering,Relocation,Other,Manager,4
E000811,Donald,Mcdaniel,Donald Mcdaniel,8/9/2024,4/2/1986,,North Melindaview,20/07/2025,200000,M0045,Engineering,Better Opportunity,Female,Engineer,1
E000812,Nancy,Frazier,Nancy Frazier,21/09/2024,14/03/2002,22,North Patrickshire,23/01/2025,137404,,HR,Retired,Male,Executive,3
E000813,Margaret,Kelly,Margaret Kelly,11/11/2023,14/03/2002,22,Iantown,28/02/2025,54046,M0044,Marketing,Retired,Female,Engineer,2
E000814,Jennifer,Rios,Jennifer Rios,24/09/2023,10/5/1985,39,Olsonfort,18/09/2025,53408,M0011,Operations,Health Issues,Other,Consultant,1
E000815,Betty,Key,Betty Key,13/06/2022,2/8/1985,39,Kaiserton,19/05/2024,195437,M0092,FINANCE,Better Opportunity,Other,Analyst,4
E000816,Helen,Beard,Helen Beard,29/09/2021,17/10/1996,,Campbellfort,18/03/2024,76000,M0030,Finance,Health Issues,Male,Manager,3
E000817,Meredith,Anderson,Meredith Anderson,20/11/2021,7/5/1971,53,South Timothy,23/05/2024,78167,M0012,Engineering,Terminated,Female,Engineer,1
E000818,Jack,Moreno,Jack Moreno,28/08/2022,30/06/2003,21,East Gina,20/06/2025,196000,M0058,Sales,Relocation,Other,Manager,2
E000819,Michael,Lewis,Michael Lewis,15/08/2024,9/2/1997,27,West Ruth,9/6/2025,83465,M0083,HR,Better Opportunity,Male,Consultant,1
E000820,Steven,Woods,Steven Woods,30/09/2022,19/10/1970,54,New Jamesberg,1/11/2025,37536,M0073,Marketing,Resigned,Other,Engineer,1
E000821,David,Turner,David Turner,11/3/2021,17/04/1982,42,North Lindsay,8/2/2022,184648,M0030,Engineering,Resigned,Other,Manager,4
E000822,Kevin,Coleman,Kevin Coleman,28/08/2023,9/1/1971,54,North Jerryborough,29/12/2024,127305,M0040,Finance,Health Issues,Other,Consultant,4
E000823,Mary,Flores,Mary Flores,13/09/2021,27/08/1992,32,Port Christopher,11/12/2023,158185,M0010,HR,Health Issues,Male,Executive,2
E000824,Robert,Patel,Robert Patel,9/11/2022,1/3/1999,25,Jacksonmouth,17/10/2024,176575,,Operations,Health Issues,Other,Engineer,3
E000825,William,Savage,William Savage,20/06/2021,8/5/1999,25,Gordonside,15/10/2024,89689,M0085,Marketing,Retired,Other,Engineer,5
E000826,Teresa,Thompson,Teresa Thompson,5/9/2023,19/01/1984,40,Ramirezburgh,11/10/2025,130000,M0093,HR,Health Issues,Other,Engineer,5
E000827,Jessica,Smith,Jessica Smith,11/6/2024,25/12/1976,48,Haydenton,5/11/2025,171697,M0068,Sales,Retired,Female,Analyst,5
E000828,Thomas,Ward,Thomas Ward,25/06/2024,1/8/1985,39,Castilloburgh,9/9/2025,135258,M0054,Operations,Better Opportunity,Male,Engineer,3
E000829,Vanessa,Smith,Vanessa Smith,4/8/2022,14/12/1992,32,North Andrewchester,11/9/2022,176080,M0038,Operations,Resigned,Female,Manager,3
E000830,Laura,Price,Laura Price,25/04/2022,29/06/2003,21,Port Melissafurt,30/03/2024,182410,M0044,Marketing,Relocation,Male,Manager,1
E000831,Cindy,Jones,Cindy Jones,21/04/2022,12/8/2000,24,New Nicholas,20/02/2024,88401,M0120,Marketing,Health Issues,Other,Executive,5
E000832,Shannon,Collins,Shannon Collins,15/08/2022,29/04/1966,58,West Kirstenland,3/5/2025,186000,M0088,HR,Relocation,Female,Engineer,2
E000833,Sherry,Lee,Sherry Lee,5/11/2023,31/10/1976,48,Stantonberg,4/6/2025,38470,M0093,Finance,Terminated,Female,Consultant,4
E000834,Sarah,Anderson,Sarah Anderson,12/3/2023,19/04/1994,30,South Justinton,1/1/2024,115765,M0112,Engineering,Terminated,Male,Analyst,2
E000835,Eric,Hansen,Eric Hansen,5/2/2023,18/01/1972,52,Chavezfort,2/3/2023,154988,M0095,Finance,Relocation,Other,Analyst,1
E000836,Vanessa,Morris,Vanessa Morris,14/01/2021,27/01/1990,34,Port Josephburgh,16/10/2025,81180,M0118,Finance,Relocation,Female,Executive,4
E000837,Nancy,Durham,Nancy Durham,16/07/2024,20/03/1988,36,North Valerie,18/05/2025,90081,M0038,IT,Terminated,Male,Analyst,2
E000838,Lori,Murphy,Lori Murphy,9/12/2021,21/04/1982,42,Amberton,4/3/2022,36249,M0057,IT,Resigned,Other,Engineer,4
E000839,Vanessa,Munoz,Vanessa Munoz,30/09/2024,12/5/1993,31,Lake Joshuaberg,13/08/2025,179454,M0108,Finance,Health Issues,Female,Analyst,2
E000840,Miranda,Sanchez,Miranda Sanchez,6/6/2023,9/1/2002,22,Port Courtneyville,17/04/2024,150286,M0117,Operations,Health Issues,Other,Manager,5
E000841,Craig,Simmons,Craig Simmons,6/3/2024,10/5/1999,25,Castillotown,26/10/2024,172055,M0016,HR,Relocation,Male,Executive,5
E000842,Jennifer,Campbell,Jennifer Campbell,20/02/2023,4/2/1982,42,West Kennethtown,21/06/2025,153972,M0029,HR,Terminated,Female,Executive,2
E000843,Ryan,Carlson,Ryan Carlson,19/06/2022,14/01/1990,34,Fernandezside,3/12/2022,132187,M0055,Engineering,Resigned,Other,Executive,4
E000844,Joanna,Williams,Joanna Williams,20/03/2021,26/01/1980,,New Danielburgh,5/8/2025,142516,M0035,HR,Retired,Female,Engineer,3
E000845,Keith,Blankenship,Keith Blankenship,12/12/2021,19/03/1998,26,Charlesshire,24/01/2022,170500,M0074,Engineering,Resigned,Other,Consultant,1
E000846,Robert,Hughes,Robert Hughes,26/03/2024,4/3/1975,49,Lake Erica,14/08/2024,120070,M0070,Operations,Relocation,Other,Executive,5
E000847,Christina,Ford,Christina Ford,18/07/2022,21/08/1971,53,East Paul,22/09/2024,80595,M0102,HR,Health Issues,Male,Engineer,1
E000848,Rebecca,Robles,Rebecca Robles,29/06/2022,25/12/1968,56,New Micheleberg,12/11/2025,65133,M0058,HR,Health Issues,Other,Consultant,2
E000849,Beth,Bush,Beth Bush,2/8/2024,16/02/1984,40,Colemanton,23/12/2024,42000,M0114,,Retired,Male,Engineer,3
E000850,Nicholas,Miller,Nicholas Miller,20/08/2024,5/8/1989,,Bonillaland,6/10/2024,,M0053,Sales,Retired,Female,Executive,1
E000851,Lauren,Lynch,Lauren Lynch,26/12/2022,12/9/1968,56,Willisport,19/07/2023,142504,M0038,Marketing,Relocation,Male,Manager,5
E000852,Frank,Cook,Frank Cook,3/2/2022,19/09/1979,45,South Daniel,10/7/2024,166412,M0104,Marketing,Relocation,Male,Executive,4
E000853,Steven,Mason,Steven Mason,25/09/2024,1/3/1983,41,Mckinneyville,26/05/2025,157541,M0037,Operations,Health Issues,Male,Engineer,3
E000854,Paul,Suarez,Paul Suarez,17/03/2022,10/4/2004,20,Wilsonmouth,25/02/2023,60090,,,Relocation,Male,Analyst,2
E000855,Katherine,Peterson,Katherine Peterson,2/2/2023,3/12/1988,36,North Tara,5/11/2024,56733,M0020,Engineering,Retired,Female,Consultant,1
E000856,Courtney,Henderson,Courtney Henderson,7/5/2022,5/6/2001,23,East Brian,19/07/2022,57473,M0034,Finance,Resigned,Female,Executive,3
E000857,Andrea,Bridges,Andrea Bridges,5/3/2024,17/05/1986,38,Michaelfort,7/3/2024,121080,M0014,IT,Resigned,Female,Analyst,1
E000858,Daniel,Nelson,Daniel Nelson,10/5/2021,27/04/1997,27,Julieburgh,17/06/2025,133847,M0021,IT,Better Opportunity,Female,Manager,3
E000859,Kirsten,Middleton,Kirsten Middleton,17/10/2021,24/02/2001,23,Howardshire,27/11/2023,188428,M0037,IT,Relocation,Other,Analyst,5
E000860,Jason,Anderson,Jason Anderson,2/9/2022,5/5/1992,32,East Brianport,10/3/2025,108288,M0001,IT,Retired,Female,Executive,5
E000861,Justin,Reid,Justin Reid,16/10/2024,15/12/1981,43,South Susanburgh,12/2/2025,,M0037,Finance,Resigned,Other,Manager,1
E000862,Maria,Chan,Maria Chan,1/12/2023,8/7/1987,37,North Ana,19/04/2025,155396,M0014,HR,Retired,Other,Engineer,3
E000863,Jaime,Wallace,Jaime Wallace,17/11/2023,13/05/1999,25,New Michaelport,9/7/2024,172183,M0119,HR,Relocation,Male,Consultant,3
E000864,Daniel,Sanders,Daniel Sanders,6/1/2021,7/10/2001,23,West Juliebury,12/1/2023,51594,M0082,Finance,Better Opportunity,Male,Engineer,2
E000865,Melissa,Goodman,Melissa Goodman,8/5/2023,10/6/1965,59,New Lori,21/09/2023,97667,M0068,Operations,Health Issues,Female,Manager,2
E000866,Kayla,Santos,Kayla Santos,24/05/2022,5/4/1985,,Lake Jaclyn,24/07/2024,112144,M0065,HR,Resigned,Other,Analyst,5
E000867,Lori,Andrews,Lori Andrews,15/08/2021,24/12/1982,42,New Andrewberg,3/10/2025,116416,M0067,Engineering,Retired,Male,Engineer,3
E000868,Michael,Phillips,Michael Phillips,17/09/2023,22/12/1984,40,East Thomasborough,4/5/2025,93184,M0027,Engineering,Resigned,Female,Consultant,5
E000869,Douglas,Crawford,Douglas Crawford,15/02/2024,17/01/1979,45,Port Christinafurt,9/11/2025,139459,M0081,,Terminated,Other,Executive,5
E000870,Christian,Hurst,Christian Hurst,8/3/2024,12/5/1978,46,North Dana,11/1/2025,43540,M0098,Sales,Resigned,Other,Engineer,3
E000871,Timothy,Stewart,Timothy Stewart,29/03/2023,12/9/1999,25,Port Allison,9/7/2023,37127,M0085,Operations,Health Issues,Female,Manager,4
E000872,Kevin,Boyd,Kevin Boyd,25/02/2022,19/05/1987,,Matthewborough,7/11/2025,123234,M0037,IT,Health Issues,Female,Executive,4
E000873,Rebecca,Brown,Rebecca Brown,6/5/2021,3/2/1996,28,New James,3/9/2021,93857,,Finance,Resigned,Female,Manager,2
E000874,Colin,Schroeder,Colin Schroeder,26/04/2023,7/12/1977,,North Richard,27/07/2024,125128,M0063,Sales,Resigned,Other,Analyst,1
E000875,Timothy,Griffin,Timothy Griffin,19/02/2022,24/10/1987,37,Lake Mark,3/3/2025,105419,M0027,,Terminated,Male,Executive,3
E000876,Dale,Clark,Dale Clark,17/03/2024,20/04/1970,54,East Andre,1/9/2024,48000,,IT,Better Opportunity,Male,Executive,2
E000877,Christina,Moore,Christina Moore,9/1/2024,27/03/1966,58,Barrettport,7/1/2025,163600,M0075,Sales,Terminated,Other,Engineer,2
E000878,Ashley,Gutierrez,Ashley Gutierrez,14/10/2024,13/01/1980,45,Clarkburgh,5/1/2025,99374,M0099,Finance,Relocation,Female,Manager,5
E000879,Michelle,Branch,Michelle Branch,14/02/2023,26/07/1997,27,Lake Jessica,1/7/2025,132011,M0085,Engineering,Relocation,Other,Manager,2
E000880,Rebecca,Matthews,Rebecca Matthews,12/8/2022,9/6/1970,54,Anthonyview,18/09/2024,145000,M0093,IT,Retired,Male,Consultant,3
E000881,Bryan,Sanchez,Bryan Sanchez,13/03/2022,11/9/2001,23,Garciaberg,28/11/2024,63304,M0095,Sales,Health Issues,Female,Executive,3
E000882,Daniel,Wallace,Daniel Wallace,12/4/2024,18/10/1997,27,New Rebecca,3/4/2025,159865,M0083,Sales,Terminated,Other,Engineer,5
